name,id,barcodeType,V0001T8B1,V0002T8B1,V0003T8B1,V0004T8B1,V0005T8B1,V0006T8B1,V0007T8B1,V0008T8B1,V0009T8B1,V0010T8B1,V0011T8B1,V0012T8B1,V0013T8B1,V0014T8B1,V0015T8B1,V0016T8B1,V0017T8B1,V0018T8B1,V0019T8B1,V0154T8B1,V0021T8B1,V0022T8B1,V0023T8B1,V0024T8B1,V0025T8B1,Aux4,Aux5,Aux6,Aux7,Aux8,Aux9
Cadm2,ENSMUST00000114292,merfish,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Cadm1,ENSMUST00000114548,merfish,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,
Glp1r,ENSMUST00000114574,merfish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,,,,
Etl4,ENSMUST00000114604,merfish,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Adcy5,ENSMUST00000114913,merfish,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,
Dcc,ENSMUST00000114943,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,,,,,,
Tcf4,ENSMUST00000114985,merfish,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Plxna4,ENSMUST00000115096,merfish,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
Opcml,ENSMUST00000115243,merfish,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Grm8,ENSMUST00000115323,merfish,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Foxp2,ENSMUST00000115477,merfish,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
Nr3c1,ENSMUST00000115567,merfish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,
Ahr,ENSMUST00000116436,merfish,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
Prr16,ENSMUST00000116639,merfish,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,
Cdh13,ENSMUST00000117160,merfish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,
Robo2,ENSMUST00000117200,merfish,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Rerg,ENSMUST00000117919,merfish,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,
Bcl11a,ENSMUST00000118955,merfish,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,
Nkain3,ENSMUST00000119374,merfish,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
Egfem1,ENSMUST00000119598,merfish,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Ncald,ENSMUST00000119730,merfish,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Xkr6,ENSMUST00000119973,merfish,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Tspan5,ENSMUST00000119993,merfish,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Frmd5,ENSMUST00000121219,merfish,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,
Erbb4,ENSMUST00000121473,merfish,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,
Ank1,ENSMUST00000121802,merfish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,
Syt2,ENSMUST00000121990,merfish,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Tafa1,ENSMUST00000122120,merfish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,
Shisa6,ENSMUST00000123454,merfish,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,
Prlr,ENSMUST00000124470,merfish,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,
L3mbtl4,ENSMUST00000124543,merfish,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,
Col14a1,ENSMUST00000125416,merfish,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,
Cdan1,ENSMUST00000126753,merfish,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Stat3,ENSMUST00000127638,merfish,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,
Cdh8,ENSMUST00000128860,merfish,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,
Ccbe1,ENSMUST00000130300,merfish,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,
Cep112,ENSMUST00000130515,merfish,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
Ntng1,ENSMUST00000133268,merfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,
Ncor2,ENSMUST00000134819,merfish,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Cpne5,ENSMUST00000137727,merfish,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Pou6f2,ENSMUST00000139064,merfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,
Rgma,ENSMUST00000139780,merfish,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,
Dpy19l1,ENSMUST00000142064,merfish,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,
Adamts2,ENSMUST00000142118,merfish,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,
Nos1,ENSMUST00000142742,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,
Efcab6,ENSMUST00000144169,merfish,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,
Dgkk,ENSMUST00000145302,merfish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,
Kcnma1,ENSMUST00000145596,merfish,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,
Lsamp,ENSMUST00000145951,merfish,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,
Sulf2,ENSMUST00000146497,merfish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,
St18,ENSMUST00000151015,merfish,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kcnh1,ENSMUST00000151152,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,
Rasgrf2,ENSMUST00000151408,merfish,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
5730522E02Rik,ENSMUST00000153834,merfish,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Sphkap,ENSMUST00000159078,merfish,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,
Pigk,ENSMUST00000159899,merfish,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Tbc1d4,ENSMUST00000159951,merfish,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,
Pard3,ENSMUST00000160272,merfish,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,
Cacna1i,ENSMUST00000160424,merfish,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Tcerg1l,ENSMUST00000160436,merfish,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,
Tmem163,ENSMUST00000160616,merfish,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,
Oprk1,ENSMUST00000160777,merfish,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,
Hrh1,ENSMUST00000160780,merfish,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Reln,ENSMUST00000160791,merfish,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,
Auts2,ENSMUST00000161226,merfish,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
Arpp21,ENSMUST00000161467,merfish,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,
Ctnna2,ENSMUST00000161846,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,,,,,,
Zmiz1,ENSMUST00000162645,merfish,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,
Pde8b,ENSMUST00000162670,merfish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,
Lmo3,ENSMUST00000162772,merfish,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Lypd1,ENSMUST00000162899,merfish,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,
Lrrc3b,ENSMUST00000163937,merfish,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,
Lingo2,ENSMUST00000164772,merfish,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Cdk6,ENSMUST00000165117,merfish,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Trps1,ENSMUST00000165201,merfish,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Rfx3,ENSMUST00000165566,merfish,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Ctbp2,ENSMUST00000166439,merfish,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,
Ptprk,ENSMUST00000166468,merfish,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,
Brinp3,ENSMUST00000166814,merfish,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Nrg3,ENSMUST00000166968,merfish,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ptpro,ENSMUST00000167679,merfish,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,
Spats2l,ENSMUST00000167971,merfish,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Rasgef1b,ENSMUST00000168092,merfish,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Adgrl2,ENSMUST00000168352,merfish,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,,,,,,
Hs3st5,ENSMUST00000168572,merfish,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,
Pid1,ENSMUST00000168574,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,,,,,,
Unc5d,ENSMUST00000168630,merfish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,
Btbd9,ENSMUST00000168787,merfish,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Cbln2,ENSMUST00000169470,merfish,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,
Satb1,ENSMUST00000169480,merfish,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,
Ebf3,ENSMUST00000169486,merfish,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Kcnb2,ENSMUST00000170146,merfish,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,
Celf2,ENSMUST00000170438,merfish,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Schip1,ENSMUST00000170788,merfish,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,
Bach2,ENSMUST00000171600,merfish,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,
Chrm2,ENSMUST00000172278,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,,,,,
Thsd7a,ENSMUST00000172356,merfish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,
Dnmt3a,ENSMUST00000172913,merfish,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Grm7,ENSMUST00000172951,merfish,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,
Jarid2,ENSMUST00000173246,merfish,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
Ptger3,ENSMUST00000173533,merfish,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Ndst4,ENSMUST00000173932,merfish,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
Grp,ENSMUST00000173985,merfish,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
Prox1,ENSMUST00000175916,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,,,,
Onecut2,ENSMUST00000175965,merfish,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Zeb2,ENSMUST00000176438,merfish,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Cux1,ENSMUST00000176745,merfish,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,
Satb2,ENSMUST00000177424,merfish,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Tunar,ENSMUST00000180458,merfish,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,
Ano4,ENSMUST00000182341,merfish,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sipa1l3,ENSMUST00000183096,merfish,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
6530403H02Rik,ENSMUST00000183276,merfish,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Unc13c,ENSMUST00000184666,merfish,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,
Spock1,ENSMUST00000185502,merfish,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,
Sulf1,ENSMUST00000185780,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,,,,,,
Rgs6,ENSMUST00000186458,merfish,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,
Chrm3,ENSMUST00000187510,merfish,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,
Slco5a1,ENSMUST00000188454,merfish,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
Cntnap5b,ENSMUST00000188735,merfish,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
Lama3,ENSMUST00000188815,merfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,
Kirrel3,ENSMUST00000188933,merfish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,
Pcdh7,ENSMUST00000191837,merfish,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,
Pcdh15,ENSMUST00000191854,merfish,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,
Tnr,ENSMUST00000192069,merfish,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,
Rgs7,ENSMUST00000195324,merfish,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Lhfpl3,ENSMUST00000197992,merfish,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,
Gm30382,ENSMUST00000199503,merfish,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,
Gtf2ird1,ENSMUST00000202104,merfish,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
Ptprz1,ENSMUST00000202579,merfish,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,
Itpr1,ENSMUST00000203615,merfish,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,
Pparg,ENSMUST00000203732,merfish,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,
Syn2,ENSMUST00000204617,merfish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,
Sox6,ENSMUST00000206034,merfish,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,
B130024G19Rik,ENSMUST00000207952,merfish,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Gm44821,ENSMUST00000208212,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,
Ryr3,ENSMUST00000208290,merfish,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,
Ankfn1,ENSMUST00000208932,merfish,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sorcs1,ENSMUST00000211687,merfish,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
Epb41,ENSMUST00000212761,merfish,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Vps13c,ENSMUST00000213168,merfish,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,
Cyp19a1,ENSMUST00000216974,merfish,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Fat3,ENSMUST00000217187,merfish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,
Kcns3,ENSMUST00000217974,merfish,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,
Rmst,ENSMUST00000218060,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,,,,,
Tafa2,ENSMUST00000219723,merfish,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,
Hivep1,ENSMUST00000220525,merfish,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,
Csmd2,ENSMUST00000221199,merfish,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,
Rapgef5,ENSMUST00000222185,merfish,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Pnoc,ENSMUST00000224594,merfish,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,
Cables1,ENSMUST00000225430,merfish,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,
Cdh12,ENSMUST00000227496,merfish,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,
Grik1,ENSMUST00000228188,merfish,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Cdh9,ENSMUST00000228307,merfish,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,
St3gal1,ENSMUST00000229028,merfish,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Khdrbs3,ENSMUST00000230073,merfish,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
Robo1,ENSMUST00000232205,merfish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,
Dscam,ENSMUST00000232829,merfish,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
Aff3,ENSMUST00000238906,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,,,,,,
Blank-1,Blank-1,merfish,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Blank-2,Blank-2,merfish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,
Blank-3,Blank-3,merfish,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Blank-4,Blank-4,merfish,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Blank-5,Blank-5,merfish,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,
Blank-6,Blank-6,merfish,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,
Blank-7,Blank-7,merfish,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,
Blank-8,Blank-8,merfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,
Blank-9,Blank-9,merfish,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,
Blank-10,Blank-10,merfish,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Blank-11,Blank-11,merfish,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Blank-12,Blank-12,merfish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,
Blank-13,Blank-13,merfish,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
Blank-14,Blank-14,merfish,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Blank-15,Blank-15,merfish,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,
Blank-16,Blank-16,merfish,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
Blank-17,Blank-17,merfish,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,
Blank-18,Blank-18,merfish,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,
Blank-19,Blank-19,merfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,,,,,
Blank-20,Blank-20,merfish,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,
Blank-21,Blank-21,merfish,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,
Blank-22,Blank-22,merfish,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
